DomesticG,PBudget,RDate,Title,WorldwideG
"$63,570,862","$95,000,000","May 9, 1997",The Fifth Element,"$263,898,761"
"$50,802,661","$95,000,000","Mar 31, 2000",The Road to El Dorado,"$65,700,000"
"$44,114,232","$95,000,000","Dec 11, 2009",The Lovely Bones,"$94,894,448"
"$26,410,477","$95,000,000","Aug 19, 2016",Ben-Hur,"$91,669,648"
"$17,725,785","$95,000,000","Feb 6, 2015",Seventh Son,"$108,874,967"
"$380,529,370","$94,000,000","May 30, 2003",Finding Nemo,"$936,429,370"
"$377,845,905","$94,000,000","Dec 17, 2003",The Lord of the Rings: The Return of the King,"$1,141,403,341"
"$342,548,984","$94,000,000","Dec 18, 2002",The Lord of the Rings: The Two Towers,"$934,699,645"
"$131,144,183","$94,000,000","Jun 15, 2001",Lara Croft: Tomb Raider,"$273,330,185"
"$128,261,724","$94,000,000","Feb 13, 2015",Kingsman: The Secret Service,"$404,561,724"
"$181,166,115","$93,000,000","Jul 18, 2001",Jurassic Park III,"$365,900,000"
"$176,760,185","$93,000,000","Aug 5, 2011",Rise of the Planet of the Apes,"$470,986,200"
"$71,195,053","$92,500,000","Feb 14, 2008",The Spiderwick Chronicles,"$162,839,667"
"$261,441,092","$92,000,000","Nov 5, 2004",The Incredibles,"$614,726,752"
"$67,349,198","$92,000,000","Feb 14, 2013",A Good Day to Die Hard,"$304,249,198"
"$22,406,362","$92,000,000","Apr 9, 2004",The Alamo,"$23,911,362"
"$10,017,322","$92,000,000","Dec 22, 1995",Cutthroat Island,"$18,517,322"
"$58,236,838","$91,000,000","Dec 25, 2013",The Secret Life of Walter Mitty,"$187,861,183"
"$404,508,916","$90,000,000","Dec 20, 2017",Jumanji: Welcome to the Jungle,"$964,496,193"
"$250,690,539","$90,000,000","Jul 1, 1997",Men in Black,"$587,790,539"
"$245,852,179","$90,000,000","Nov 19, 1999",Toy Story 2,"$511,358,276"
"$226,164,286","$90,000,000","Aug 3, 2001",Rush Hour 2,"$347,425,832"
"$209,028,679","$90,000,000","Dec 25, 2009",Sherlock Holmes,"$498,438,212"
"$196,573,705","$90,000,000","Jul 1, 2009",Ice Age: Dawn of the Dinosaurs,"$859,701,857"
"$190,173,195","$90,000,000","Dec 14, 2018",Spider-Man: Into The Spider-Verse 3D,"$375,004,538"
"$155,464,351","$90,000,000","Jul 21, 2000",What Lies Beneath,"$288,693,989"
"$143,619,809","$90,000,000","Apr 15, 2011",Rio,"$487,519,809"
"$132,384,315","$90,000,000","Oct 6, 2006",The Departed,"$289,660,619"
"$125,305,545","$90,000,000","Nov 3, 2000",Charlie's Angels,"$259,736,090"
"$120,620,254","$90,000,000","Jun 19, 1998",Mulan,"$303,500,000"
"$110,515,313","$90,000,000","Aug 13, 2008",Tropic Thunder,"$191,145,256"
"$102,515,793","$90,000,000","Dec 20, 2011",The Girl with the Dragon Tattoo,"$239,373,970"
"$100,920,329","$90,000,000","Jul 11, 1997",Contact,"$165,900,000"
"$100,018,837","$90,000,000","Jun 6, 2008",You Don't Mess With the Zohan,"$202,910,991"
"$100,012,499","$90,000,000","May 19, 1995",Die Hard: With a Vengeance,"$366,101,666"
"$93,432,655","$90,000,000","Sep 23, 2016",The Magnificent Seven,"$162,525,156"
"$85,886,987","$90,000,000","Dec 18, 2015",Alvin and the Chipmunks: The Road Chip,"$249,517,956"
"$84,052,762","$90,000,000","Jun 8, 2001",Atlantis: The Lost Empire,"$186,049,020"
"$83,107,829","$90,000,000","Dec 25, 2008",Valkyrie,"$203,932,174"
"$78,765,986","$90,000,000","Jul 24, 2015",Pixels,"$244,041,804"
"$78,616,689","$90,000,000","Jun 29, 2001",Artificial Intelligence: AI,"$235,900,000"
"$75,817,994","$90,000,000","Nov 26, 2003",The Haunted Mansion,"$155,750,628"
"$73,209,340","$90,000,000","Aug 4, 2000",Hollow Man,"$191,200,000"
"$72,708,161","$90,000,000","Apr 22, 2005",The Interpreter,"$162,753,837"
"$68,559,554","$90,000,000","Aug 7, 2013",Percy Jackson: Sea of Monsters,"$200,859,554"
"$65,653,758","$90,000,000","Jul 25, 2003",Lara Croft: Tomb Raider: The Cradle of Life,"$157,092,943"
"$65,075,540","$90,000,000","Jun 10, 2016",Now You See Me 2,"$328,325,007"
"$62,362,560","$90,000,000","Nov 21, 2001",Spy Game,"$143,049,560"
"$61,363,304","$90,000,000","Apr 4, 1997",The Saint,"$169,400,000"
"$60,874,615","$90,000,000","Mar 10, 2000",Mission to Mars,"$106,000,000"
"$58,250,803","$90,000,000","Mar 16, 2018",Tomb Raider,"$273,477,501"
"$58,220,776","$90,000,000","Dec 17, 1999",Bicentennial Man,"$87,420,776"
"$51,877,963","$90,000,000","Jul 7, 2004",King Arthur,"$203,877,963"
"$47,546,796","$90,000,000","Apr 25, 1997",Volcano,"$120,100,000"
"$42,885,593","$90,000,000","Mar 26, 1997",The Devil's Own,"$140,900,000"
"$35,168,966","$90,000,000","Jul 19, 2002",K-19: The Widowmaker,"$65,716,126"
"$21,295,021","$90,000,000","Aug 19, 2011",Conan the Barbarian,"$63,356,133"
"$20,377,913","$90,000,000","Oct 21, 2011",The Three Musketeers,"$139,877,913"
"$8,224,288","$90,000,000","Apr 21, 2017",The Promise,"$10,551,417"
"$195,459","$90,000,000","Nov 24, 2010",The Nutcracker in 3D,"$20,466,016"
$0,"$90,000,000","Dec 13, 2017",Bright,$0
$0,"$90,000,000","Dec 31, 2019",Army of the Dead,$0
"$241,688,385","$88,000,000","May 10, 1996",Twister,"$495,700,000"
"$61,649,911","$88,000,000","Jun 3, 2005",Cinderella Man,"$105,021,488"
"$51,024,708","$88,000,000","Sep 14, 2018",The Predator,"$159,487,563"
"$154,696,080","$87,500,000","Jul 8, 2005",Fantastic Four,"$333,132,750"
"$165,092,266","$87,000,000","Feb 9, 2001",Hannibal,"$350,100,280"
"$120,277,854","$86,000,000","Jul 25, 2003",Seabiscuit,"$148,715,342"
"$233,632,142","$85,000,000","Dec 22, 2000",Cast Away,"$427,230,516"
"$198,000,317","$85,000,000","Nov 17, 2006",Happy Feet,"$385,000,317"
"$183,417,150","$85,000,000","Dec 7, 2001",Ocean's Eleven,"$450,728,529"
"$176,087,450","$85,000,000","Jul 23, 2004",The Bourne Supremacy,"$311,001,124"
"$172,956,409","$85,000,000","Jul 25, 1997",Air Force One,"$315,268,353"
"$155,064,265","$85,000,000","Apr 3, 2009",Fast & Furious,"$363,064,265"
"$154,529,439","$85,000,000","Mar 14, 2008",Horton Hears a Who,"$299,477,886"
"$150,947,895","$85,000,000","Mar 21, 2014",Divergent,"$276,014,965"
"$148,313,048","$85,000,000","Sep 28, 2012",Hotel Transylvania,"$378,505,812"
"$137,175,154","$85,000,000","Apr 5, 2019",Shazam!,"$357,416,533"
"$127,706,877","$85,000,000","Nov 21, 2007",Enchanted,"$340,384,141"
"$126,181,630","$85,000,000","Feb 10, 2012",Safe House,"$208,542,162"
"$119,725,280","$85,000,000","Jul 20, 2007",I Now Pronounce You Chuck and Larry,"$185,708,462"
"$117,144,465","$85,000,000","Jun 8, 2007",Ocean's Thirteen,"$311,744,465"
"$112,735,375","$85,000,000","Dec 25, 2009",Itâ€™s Complicated,"$224,614,744"
,,,,
"$111,549,836","$85,000,000","Nov 20, 1998",Enemy of the State,"$250,649,836"
"$85,105,259","$85,000,000","Sep 29, 2006",Open Season,"$191,932,158"
"$78,046,570","$85,000,000","Nov 4, 2011",Tower Heist,"$150,422,946"
"$66,941,559","$85,000,000","Nov 22, 2000",102 Dalmatians,"$66,941,559"
"$64,935,167","$85,000,000","Mar 30, 2012",Mirror Mirror,"$173,613,482"
"$63,280,000","$85,000,000","Dec 8, 2006",The Holiday,"$205,190,324"
"$62,615,510","$85,000,000","Jun 16, 2006",The Fast and the Furious: Tokyo Drift,"$157,794,205"
"$57,010,853","$85,000,000","Dec 9, 2005",Memoirs of a Geisha,"$161,510,853"
"$51,396,781","$85,000,000","Mar 16, 2001",Enemy at the Gates,"$96,971,293"
"$50,016,394","$85,000,000","Jun 18, 1993",Last Action Hero,"$137,298,489"
"$47,641,743","$85,000,000","Sep 26, 2003",The Rundown,"$80,831,893"
"$46,462,469","$85,000,000","Nov 23, 2011",Arthur Christmas,"$149,717,124"
"$44,898,413","$85,000,000","Jan 20, 2017",xXx: Return of Xander Cage,"$345,033,359"
"$44,650,003","$85,000,000","Nov 13, 1998",Meet Joe Black,"$44,650,003"
"$43,585,753","$85,000,000","Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,"$113,026,383"
"$40,048,332","$85,000,000","Feb 8, 2002",Collateral Damage,"$78,353,508"
"$37,948,765","$85,000,000","Mar 15, 2002",Showtime,"$78,948,765"
"$34,687,912","$85,000,000","Jun 30, 1995",Judge Dredd,"$113,487,912"
"$33,080,084","$85,000,000","Mar 2, 2007",Zodiac,"$83,080,084"
"$31,611,316","$85,000,000","Aug 13, 2010",Scott Pilgrim vs. The World,"$48,056,764"
"$31,111,260","$85,000,000","Mar 28, 2003",The Core,"$74,132,631"
"$28,681,080","$85,000,000","May 9, 1997",Father's Day,"$35,681,080"
"$174,340,174","$84,000,000","Dec 20, 2017",The Greatest Showman,"$386,665,550"
"$153,294,164","$84,000,000","Jun 14, 2002",Scooby-Doo,"$276,294,164"
"$123,307,945","$84,000,000","Jul 28, 2000",Nutty Professor II: The Klumps,"$166,307,945"
"$53,262,560","$84,000,000","Jul 19, 2013",RED 2,"$141,507,355"
"$137,355,633","$82,500,000","Jun 23, 2006",Click,"$237,685,089"
"$82,985,708","$82,500,000","Dec 15, 2006",Charlotte's Web,"$143,985,708"
"$80,172,128","$82,500,000","Feb 14, 2008",Jumper,"$222,640,812"
"$75,986,503","$82,500,000","Jul 11, 2008",Hellboy II: The Golden Army,"$160,388,063"
"$158,119,460","$82,000,000","May 27, 2005",The Longest Yard,"$191,558,505"
"$103,068,524","$82,000,000","Aug 13, 2010",The Expendables,"$268,268,174"
"$34,543,701","$82,000,000","Nov 17, 2000",The 6th Day,"$96,024,898"
$0,"$82,000,000","Feb 21, 2020",Call of the Wild,$0
"$242,704,995","$81,000,000","May 23, 2003",Bruce Almighty,"$484,468,608"
"$408,010,692","$80,000,000","Mar 23, 2012",The Hunger Games,"$677,923,379"
"$254,464,305","$80,000,000","May 26, 2011",The Hangover Part II,"$586,464,305"
"$180,981,886","$80,000,000","May 21, 1996",Mission: Impossible,"$457,697,994"
"$175,750,384","$80,000,000","Feb 10, 2017",The Lego Batman Movie,"$310,660,018"
"$169,700,110","$80,000,000","Sep 25, 2015",Hotel Transylvania 2,"$469,500,298"
"$162,833,635","$80,000,000","Jun 18, 1992",Batman Returns,"$266,824,291"
"$155,385,488","$80,000,000","May 7, 1999",The Mummy,"$416,385,488"
"$155,019,340","$80,000,000","May 19, 2006",Over the Hedge,"$343,397,247"
"$145,771,527","$80,000,000","Jun 21, 2002",Lilo & Stitch,"$245,800,000"
"$140,464,664","$80,000,000","May 8, 1998",Deep Impact,"$349,464,664"
"$133,668,525","$80,000,000","Jul 12, 2013",Grown Ups 2,"$247,023,808"
"$133,107,389","$80,000,000","Dec 16, 2011",Alvin and the Chipmunks: Chipwrecked,"$349,088,523"
"$130,319,208","$80,000,000","Jun 20, 2008",Get Smart,"$226,739,416"
"$128,200,012","$80,000,000","Mar 11, 2005",Robots,"$260,700,012"
"$128,012,934","$80,000,000","Feb 19, 2010",Shutter Island,"$299,461,782"
"$124,685,242","$80,000,000","Dec 12, 2003",Something's Gotta Give,"$266,685,242"
"$120,146,040","$80,000,000","Nov 26, 2008",Four Christmases,"$168,311,558"
"$112,276,146","$80,000,000","Jun 27, 1997",Face/Off,"$241,200,000"
"$110,101,975","$80,000,000","Dec 25, 2008",Bedtime Stories,"$221,468,935"
"$104,054,514","$80,000,000","Jul 12, 2002",Road to Perdition,"$183,354,514"
"$103,028,109","$80,000,000","Feb 11, 2011",Just Go With It,"$214,974,953"
"$102,543,518","$80,000,000","Feb 14, 2003",Daredevil,"$182,782,518"
"$101,440,743","$80,000,000","Sep 26, 2008",Eagle Eye,"$180,585,259"
"$101,117,573","$80,000,000","Jun 6, 1997",Con Air,"$224,117,573"
"$100,246,011","$80,000,000","Dec 17, 2010",Yogi Bear,"$204,774,690"
"$95,632,614","$80,000,000","Dec 25, 2003",Cold Mountain,"$165,173,909"
"$94,835,059","$80,000,000","Jan 15, 2010",The Book of Eli,"$158,750,817"
"$92,993,801","$80,000,000","Nov 26, 1997",Flubber,"$177,993,801"
"$91,188,905","$80,000,000","Jul 23, 1999",The Haunting,"$180,188,905"
"$90,463,534","$80,000,000","Nov 15, 1996",Space Jam,"$250,200,000"
"$85,817,906","$80,000,000","Oct 17, 2014",Fury,"$210,315,681"
"$83,240,103","$80,000,000","Sep 28, 2018",Smallfoot,"$213,693,609"
"$82,226,474","$80,000,000","Feb 10, 2006",The Pink Panther,"$158,926,474"
"$80,360,866","$80,000,000","Jul 8, 2011",Zookeeper,"$170,805,525"
"$79,366,978","$80,000,000","Dec 12, 2008",The Day the Earth Stood Still,"$237,370,350"
"$76,118,990","$80,000,000","Aug 8, 1997",Conspiracy Theory,"$142,783,718"
"$74,339,294","$80,000,000","Jun 12, 1998","Six Days, Seven Nights","$164,800,000"
"$73,215,310","$80,000,000","May 24, 2002",Spirit: Stallion of the Cimarron,"$106,515,310"
"$69,772,969","$80,000,000","Jun 8, 2001",Swordfish,"$147,080,413"
"$69,610,858","$80,000,000","Dec 31, 1999",Fantasia 2000 (Theatrical Release),"$69,618,634"
"$69,117,629","$80,000,000","Apr 3, 1998",Lost In Space,"$136,047,317"
"$65,948,711","$80,000,000","Jul 30, 2004",The Manchurian Candidate,"$96,148,711"
"$64,038,616","$80,000,000","Nov 22, 2006",DÃ©jÃ  Vu,"$181,038,616"
"$63,313,159","$80,000,000","Jun 24, 2005",Bewitched,"$131,159,306"
"$56,684,819","$80,000,000","Mar 8, 2002",The Time Machine,"$98,983,590"
"$55,485,043","$80,000,000","Oct 2, 1998",What Dreams May Come,"$71,485,043"
"$50,632,037","$80,000,000","Dec 25, 1998",Mighty Joe Young,"$50,632,037"
"$45,575,336","$80,000,000","Oct 28, 2005",The Legend of Zorro,"$141,475,336"
"$39,442,871","$80,000,000","Nov 10, 2000",Little Nicky,"$58,270,391"
"$38,577,772","$80,000,000","Sep 25, 2009",Surrogates,"$119,668,350"
"$38,311,134","$80,000,000","Jun 8, 2001",Evolution,"$98,341,932"
"$37,899,638","$80,000,000","Aug 26, 2005",The Brothers Grimm,"$105,299,638"
"$37,771,017","$80,000,000","Dec 13, 1996",Mars Attacks!,"$101,371,017"
"$37,384,046","$80,000,000","Apr 14, 2006",The Wild,"$99,010,667"
"$36,076,121","$80,000,000","Dec 20, 2013",Walking with Dinosaurs,"$123,368,842"
"$34,566,746","$80,000,000","Dec 22, 2000",Thirteen Days,"$66,554,547"
"$32,908,290","$80,000,000","Dec 6, 1996",Daylight,"$158,908,290"
"$27,367,660","$80,000,000","Oct 23, 2015",The Last Witch Hunter,"$130,818,912"
"$23,169,033","$80,000,000","Feb 21, 2014",Pompeii,"$108,469,033"
"$21,471,685","$80,000,000","May 12, 2000",Battlefield Earth: A Saga of the Year 3000,"$29,725,663"
"$20,950,820","$80,000,000","Nov 14, 2003",Looney Tunes: Back in Action,"$54,540,662"
"$19,676,965","$80,000,000","Dec 18, 2009",Nine,"$53,508,858"
"$19,480,739","$80,000,000","Nov 26, 2003",Timeline,"$26,703,184"
"$19,422,319","$80,000,000","Apr 22, 2010",Oceans,"$86,787,530"
"$18,319,860","$80,000,000","Nov 25, 1998",Babe: Pig in the City,"$69,131,860"
,,,,
"$17,650,704","$80,000,000","Dec 25, 1997",The Postman,"$20,841,123"
"$17,480,890","$80,000,000","Nov 10, 2000",Red Planet,"$33,463,969"
"$15,132,763","$80,000,000","Jan 12, 2007",Arthur et les Minimoys,"$113,325,743"
"$15,074,191","$80,000,000","Aug 17, 2007",The Invasion,"$40,147,042"
"$1,900,451","$80,000,000","Sep 2, 2005",A Sound of Thunder,"$6,300,451"
"$421,785,283","$79,300,000","Jun 15, 1994",The Lion King,"$986,214,868"
"$103,860,290","$79,000,000","Feb 10, 2012",Journey 2: The Mysterious Island,"$318,146,162"
"$74,158,157","$79,000,000","Nov 11, 2011",Jack and Jill,"$150,519,217"
"$170,708,996","$78,000,000","Dec 21, 2001",A Beautiful Mind,"$317,668,058"
"$119,793,567","$78,000,000","Sep 27, 2013",Cloudy with a Chance of Meatballs 2,"$274,392,649"
"$92,955,420","$78,000,000","Oct 4, 2002",Red Dragon,"$206,455,420"
"$67,286,731","$78,000,000","Mar 5, 2004",Hidalgo,"$108,086,731"
"$66,465,204","$78,000,000","Jul 11, 2003",The League of Extraordinary Gentlemen,"$179,265,204"
"$41,814,863","$78,000,000","Aug 20, 2004",Exorcist: The Beginning,"$43,957,541"
$0,"$77,600,000","Dec 31, 2012",AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ© ,"$60,680,125"
"$1,311,213","$77,500,000","Feb 12, 2016",The Little Prince,"$102,028,919"
$0,"$77,500,000","Jan 22, 2019",Renegades,"$1,521,672"
"$102,084,362","$77,000,000","Jul 20, 2018",The Equalizer 2,"$190,453,132"
"$368,065,385","$76,000,000","Jul 3, 2013",Despicable Me 2,"$975,216,835"
"$127,120,058","$76,000,000","Jun 6, 2003",2 Fast 2 Furious,"$236,410,607"
"$35,552,383","$76,000,000","Dec 25, 2006",Children of Men,"$69,845,011"
"$26,000,610","$76,000,000","Jun 30, 2000",The Adventures of Rocky & Bullwinkle,"$35,129,610"
"$368,384,330","$75,000,000","Jul 8, 2016",The Secret Life of Pets,"$886,767,422"
"$306,169,255","$75,000,000","Jul 2, 1996",Independence Day,"$817,400,878"
"$270,620,950","$75,000,000","Nov 9, 2018",Dr. Seussâ€™ The Grinch,"$511,008,279"
"$270,329,045","$75,000,000","Dec 21, 2016",Sing,"$634,454,789"
"$264,624,300","$75,000,000","Jun 30, 2017",Despicable Me 3,"$1,034,822,373"
"$229,086,679","$75,000,000","May 22, 1997",The Lost World: Jurassic Park,"$618,638,999"
"$195,330,621","$75,000,000","Mar 31, 2006",Ice Age: The Meltdown,"$651,899,282"
"$193,595,521","$75,000,000","May 27, 2005",Madagascar,"$556,559,566"
"$162,001,186","$75,000,000","Jun 25, 2010",Grown Ups,"$272,223,430"
"$161,412,000","$75,000,000","Oct 1, 2004",Shark Tale,"$371,917,043"
"$157,299,717","$75,000,000","Jul 14, 2000",X-Men,"$296,872,367"
"$134,508,551","$75,000,000","Jun 27, 2008",Wanted,"$342,416,460"
"$134,069,511","$75,000,000","Jun 7, 1996",The Rock,"$336,069,511"
"$120,776,832","$75,000,000","Feb 13, 2004",50 First Dates,"$196,320,329"
"$118,871,849","$75,000,000","Jul 20, 2007",Hairspray,"$203,035,572"
"$117,723,989","$75,000,000","May 31, 2013",Now You See Me,"$342,769,200"
"$103,365,956","$75,000,000","Dec 15, 2006",Dreamgirls,"$155,708,695"
"$99,215,042","$75,000,000","Aug 3, 2018",Christopher Robin,"$197,504,758"
"$97,387,965","$75,000,000","Jul 23, 1999",Inspector Gadget,"$97,387,965"
"$83,504,017","$75,000,000","Nov 11, 2011",Immortals,"$211,562,435"
"$77,073,959","$75,000,000","Jun 18, 2004",The Terminal,"$218,673,959"
"$75,976,178","$75,000,000","Feb 18, 2005",Constantine,"$221,594,911"
"$73,661,010","$75,000,000","Jul 21, 2006",Monster House,"$141,267,370"
"$68,473,360","$75,000,000","Dec 8, 2000",Vertical Limit,"$213,500,000"
"$66,661,095","$75,000,000","Dec 21, 2007",Charlie Wilson's War,"$119,512,771"
"$64,062,587","$75,000,000","Apr 16, 1999",Life,"$73,521,587"
"$55,849,401","$75,000,000","Mar 4, 2005",Be Cool,"$94,944,017"
"$47,379,090","$75,000,000","Dec 23, 2005",Munich,"$131,492,772"
"$47,059,963","$75,000,000","Jun 4, 2010",Killers,"$95,572,749"
"$45,445,109","$75,000,000","Aug 14, 2015",The Man From U.N.C.L.E.,"$104,949,584"
"$43,632,458","$75,000,000","Mar 7, 2003",Tears of the Sun,"$85,632,458"
"$42,285,169","$75,000,000","Jul 21, 2006",Lady in the Water,"$72,785,169"
"$42,044,321","$75,000,000","Dec 17, 2004",Spanglish,"$54,344,321"
"$41,523,271","$75,000,000","Oct 12, 2001",Bandits,"$71,523,271"
"$39,251,128","$75,000,000","Dec 17, 1999",Anna and the King,"$39,251,128"
"$37,361,412","$75,000,000","Jul 7, 1995",First Knight,"$127,361,412"
"$36,392,502","$75,000,000","Mar 25, 2011",Sucker Punch,"$89,758,389"
"$34,636,443","$75,000,000","Mar 11, 2005",Hostage,"$77,636,443"
"$34,343,574","$75,000,000","Oct 28, 2016",Inferno,"$219,519,367"
"$30,207,785","$75,000,000","Jun 13, 2003",Hollywood Homicide,"$50,409,753"
"$22,751,979","$75,000,000","Jun 16, 2000",Titan A.E.,"$36,751,979"
"$21,009,180","$75,000,000","Dec 17, 2004",Flight of the Phoenix,"$34,009,180"
"$14,623,082","$75,000,000","Oct 23, 1998",Soldier,"$14,623,082"
"$14,010,690","$75,000,000","Jan 15, 1999",Virus,"$30,626,690"
"$5,409,517","$75,000,000","Feb 23, 2001",Monkeybone,"$5,409,517"
$0,"$75,000,000","Aug 30, 2019",PLAYMOBIL,$0
"$336,045,770","$74,000,000","Jul 10, 2015",Minions,"$1,160,336,173"
"$162,994,032","$74,000,000","Feb 6, 2015",The SpongeBob Movie: Sponge Out of Water,"$311,013,181"
"$94,999,143","$73,243,106","Nov 22, 2000",Unbreakable,"$248,099,143"
"$148,213,377","$73,000,000","Aug 4, 2006",Talladega Nights: The Ballad of Ricky Bobby,"$162,870,525"
"$107,509,366","$73,000,000","May 20, 2016",The Angry Birds Movie,"$352,327,887"
"$55,591,409","$73,000,000","Aug 7, 1998",Snake Eyes,"$103,891,409"
"$37,068,294","$73,000,000","Feb 13, 1998",Sphere,"$50,168,294"
"$183,135,014","$72,500,000","Jul 27, 2007",The Simpsons Movie,"$527,071,022"
"$70,231,041","$72,500,000","Feb 8, 2008",Fool's Gold,"$109,362,966"
"$51,855,045","$72,500,000","Jul 31, 2009",Funny People,"$71,880,305"
"$47,467,250","$72,500,000","Sep 28, 2007",The Kingdom,"$86,509,602"
"$112,950,721","$72,000,000","Jun 22, 2001",Dr. Dolittle 2,"$176,101,721"
